,age,workclass,fnlwgt,education,education.num,marital.status,occupation_category,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
10880,young adult,Private,196125,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
10881,young adult,Private,265638,Some-college,10,Never-married,Service,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
10882,adult,Private,177727,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
10883,adult,Private,205822,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,1
10884,adult,Private,112607,11th,7,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,0
10885,young,Private,183315,11th,7,Never-married,Service,Sales,Own-child,Black,Female,0,0,10,United-States,0
10886,adult,Private,116279,HS-grad,9,Divorced,Blue Collar,Craft-repair,Unmarried,White,Female,0,0,43,United-States,0
10887,young adult,Private,215419,Assoc-acdm,12,Married-civ-spouse,Service,Other-service,Wife,White,Female,0,0,25,United-States,0
10888,adult,Private,310101,Some-college,10,Separated,Service,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
10889,adult,Self-emp-inc,61885,HS-grad,9,Married-civ-spouse,White Collar,Prof-specialty,Husband,Black,Male,0,0,60,United-States,1
10890,young adult,Private,227214,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,Other,Male,0,0,40,Ecuador,0
10891,late adulthood,Private,239450,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,0
10892,young,Private,118847,12th,8,Never-married,Service,Sales,Own-child,White,Female,0,0,20,United-States,0
10893,adult,Self-emp-not-inc,95226,Bachelors,13,Never-married,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
10894,young,?,659273,11th,7,Never-married,,Other,Own-child,Black,Female,0,0,40,Trinadad&Tobago,0
10895,young adult,Private,215395,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
10896,adult,Private,170600,Assoc-voc,11,Divorced,White Collar,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
10897,adult,Self-emp-not-inc,91044,Masters,14,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,0
10898,young adult,Private,318639,10th,6,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,60,Mexico,0
10899,young adult,Private,160398,Some-college,10,Married-spouse-absent,Blue Collar,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
10900,adult,Self-emp-not-inc,216824,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,0
10901,young adult,Private,308945,HS-grad,9,Divorced,White Collar,Tech-support,Unmarried,White,Female,0,0,75,United-States,0
10902,adult,Private,30840,Masters,14,Divorced,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
10903,young adult,Private,99309,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
10904,young adult,Private,188576,Bachelors,13,Separated,White Collar,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,1
10905,adult,Private,83064,Assoc-acdm,12,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
10906,young adult,Private,403865,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,56,United-States,0
10907,adult,Private,235786,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,44,United-States,1
10908,adult,Private,191893,HS-grad,9,Never-married,Service,Other-service,Own-child,White,Female,0,0,24,United-States,0
10909,young adult,Local-gov,149184,Bachelors,13,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,97,United-States,1
10910,young adult,Private,435604,Assoc-voc,11,Separated,White Collar,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
10911,young adult,Self-emp-inc,109282,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,52,United-States,1
10912,young adult,Private,248178,Some-college,10,Married-civ-spouse,Service,Other-service,Husband,Black,Male,0,0,35,United-States,0
10913,young adult,?,112683,HS-grad,9,Never-married,,Other,Not-in-family,White,Female,0,0,32,United-States,0
10914,young adult,Private,183639,HS-grad,9,Never-married,Blue Collar,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
10915,young adult,Local-gov,107233,HS-grad,9,Never-married,White Collar,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,55,United-States,0
10916,young adult,Self-emp-not-inc,178255,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,70,?,0
10917,young adult,Self-emp-not-inc,38223,HS-grad,9,Never-married,Blue Collar,Farming-fishing,Own-child,White,Male,0,0,70,United-States,0
10918,young adult,Private,228873,Doctorate,16,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
10919,young adult,Private,202182,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,50,United-States,0
10920,young adult,Self-emp-not-inc,152587,HS-grad,9,Never-married,Blue Collar,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
10921,adult,Private,204304,Some-college,10,Divorced,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
10922,adult,Private,290640,7th-8th,4,Married-civ-spouse,Blue Collar,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
10923,young adult,Private,134890,Bachelors,13,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,0,40,United-States,1
10924,young adult,Private,452924,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,0
10925,adult,Private,245193,Masters,14,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
10926,late adulthood,State-gov,34339,HS-grad,9,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,40,United-States,0
10927,young,Private,184756,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0
10928,adult,Private,392160,HS-grad,9,Widowed,Service,Sales,Unmarried,White,Female,0,0,25,Mexico,0
10929,adult,Private,168337,5th-6th,3,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
10930,young adult,Private,309513,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
10931,late adulthood,Private,77219,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,37,United-States,0
10932,adult,Private,212888,Bachelors,13,Divorced,White Collar,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,0
10933,adult,Local-gov,237879,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,58,United-States,0
10934,adult,Self-emp-not-inc,93099,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Own-child,White,Female,0,0,25,United-States,0
10935,adult,Private,225193,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,0
10936,young adult,Private,50814,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
10937,young adult,Private,249351,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
10938,young,Private,301762,HS-grad,9,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
10939,adult,Private,195298,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
10940,late adulthood,Private,241065,Masters,14,Never-married,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,0
10941,adult,Private,129513,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
10942,young,Private,374262,12th,8,Never-married,Blue Collar,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
10943,young adult,Private,382146,Some-college,10,Never-married,White Collar,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
10944,adult,?,185291,Bachelors,13,Married-civ-spouse,,Other,Husband,White,Male,0,0,6,United-States,0
10945,adult,Private,30447,HS-grad,9,Divorced,Blue Collar,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,0
10946,adult,Private,49893,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,45,United-States,0
10947,young adult,Private,197387,Some-college,10,Never-married,Blue Collar,Handlers-cleaners,Other-relative,White,Male,0,0,24,Mexico,0
10948,young adult,Self-emp-not-inc,111957,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,52,United-States,0
10949,young adult,Private,340458,12th,8,Never-married,White Collar,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
10950,adult,Private,185670,1st-4th,2,Widowed,White Collar,Prof-specialty,Unmarried,White,Female,0,0,21,Mexico,0
10951,young adult,Private,210945,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,24,United-States,0
10952,adult,Private,350661,Prof-school,15,Separated,White Collar,Tech-support,Not-in-family,White,Male,0,0,50,Columbia,1
10953,adult,Private,190543,Some-college,10,Married-civ-spouse,White Collar,Tech-support,Wife,White,Female,0,0,40,United-States,1
10954,young adult,Private,70261,Some-college,10,Never-married,Service,Other-service,Own-child,White,Male,0,0,30,United-States,0
10955,adult,Self-emp-not-inc,179048,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,Greece,0
10956,young adult,Private,242094,HS-grad,9,Married-civ-spouse,Service,Other-service,Other-relative,Black,Male,0,0,40,United-States,0
10957,adult,Self-emp-not-inc,117634,Some-college,10,Widowed,Blue Collar,Craft-repair,Unmarried,White,Female,0,0,30,United-States,0
10958,young adult,Private,82531,Some-college,10,Never-married,Service,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
10959,adult,Private,193374,1st-4th,2,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
10960,young adult,?,186420,Bachelors,13,Never-married,,Other,Not-in-family,White,Female,0,0,40,United-States,0
10961,young,Private,323605,7th-8th,4,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,60,United-States,1
10962,adult,Private,371064,9th,5,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,United-States,0
10963,young,Private,39927,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,8,United-States,0
10964,young adult,Private,64292,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,37,United-States,0
10965,adult,?,196975,HS-grad,9,Divorced,,Other,Other-relative,White,Male,0,0,45,United-States,0
10966,young adult,Private,210165,Some-college,10,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
10967,late adulthood,Private,144137,Some-college,10,Divorced,Service,Priv-house-serv,Other-relative,White,Female,0,0,30,United-States,0
10968,adult,Local-gov,155657,Bachelors,13,Divorced,White Collar,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
10969,young adult,?,72953,HS-grad,9,Never-married,,Other,Not-in-family,White,Male,0,0,40,United-States,0
10970,late adulthood,Self-emp-not-inc,107548,9th,5,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
10971,adult,Private,163258,Bachelors,13,Never-married,White Collar,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
10972,young adult,Private,221324,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
10973,young,Private,444822,11th,7,Never-married,Service,Sales,Own-child,White,Female,0,0,8,Mexico,0
10974,young,Private,154398,11th,7,Never-married,Service,Other-service,Own-child,Black,Male,0,0,16,Haiti,0
10975,adult,Private,159650,Some-college,10,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,0,60,United-States,1
10976,late adulthood,Private,290754,10th,6,Widowed,Blue Collar,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,0
10977,adult,Private,49654,HS-grad,9,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,0
10978,young,Federal-gov,147352,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
10979,young adult,Private,227943,Assoc-acdm,12,Never-married,Service,Sales,Own-child,White,Male,0,0,30,United-States,0
10980,young,Private,423024,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,20,United-States,0
10981,adult,?,64322,7th-8th,4,Separated,,Other,Not-in-family,White,Male,0,0,40,United-States,0
10982,adult,Private,445940,9th,5,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
10983,young adult,Private,230824,Bachelors,13,Never-married,White Collar,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
10984,adult,Private,48882,HS-grad,9,Divorced,White Collar,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
10985,adult,Private,168195,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,55,United-States,0
10986,adult,Local-gov,188644,5th-6th,3,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,Mexico,0
10987,young adult,Private,136077,10th,6,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
10988,young adult,State-gov,119793,Some-college,10,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,40,United-States,0
10989,adult,Private,336513,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
10990,adult,Private,186991,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
10991,young adult,?,218948,7th-8th,4,Never-married,,Other,Not-in-family,White,Female,0,0,32,Mexico,0
10992,young adult,Private,211435,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
10993,young adult,Private,109997,HS-grad,9,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
10994,young adult,Private,286789,Doctorate,16,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
10995,young adult,Private,102460,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
10996,young,Private,287160,11th,7,Never-married,Service,Other-service,Own-child,White,Female,0,0,15,United-States,0
10997,young adult,Private,198097,Bachelors,13,Divorced,White Collar,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
10998,adult,Private,119111,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
10999,young adult,Private,174461,Bachelors,13,Never-married,Service,Sales,Not-in-family,White,Female,0,0,50,United-States,0
11000,young adult,Self-emp-not-inc,281678,Assoc-voc,11,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,55,United-States,0
11001,young adult,?,377725,Bachelors,13,Never-married,,Other,Not-in-family,White,Female,0,0,40,United-States,0
11002,young adult,Private,151053,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
11003,adult,Local-gov,186539,Masters,14,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,40,United-States,1
11004,young,?,149478,Some-college,10,Never-married,,Other,Other-relative,White,Female,0,0,25,United-States,0
11005,adult,Private,198452,11th,7,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
11006,young adult,Private,176711,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
11007,young,Private,165310,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Other-relative,White,Male,0,0,20,United-States,0
11008,young adult,Private,213008,Assoc-voc,11,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,Japan,0
11009,young adult,State-gov,38251,Some-college,10,Never-married,White Collar,Tech-support,Own-child,White,Female,0,0,20,United-States,0
11010,young adult,Private,125761,Some-college,10,Never-married,White Collar,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,0
11011,young adult,Private,148645,Assoc-acdm,12,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
